nohup: ignoring input
GPU: True
Data set: MNIST-USPS
MissRate: [0.3]
shuffle
[1 6 9 ... 7 9 1]
--------------------Missing rate = 0.3--------------------
Epoch 1 Loss:0.019720
Epoch 2 Loss:0.018022
Epoch 3 Loss:0.016925
Epoch 4 Loss:0.016427
Epoch 5 Loss:0.016111
Epoch 6 Loss:0.015856
Epoch 7 Loss:0.015619
Epoch 8 Loss:0.015416
Epoch 9 Loss:0.015270
Epoch 10 Loss:0.015131
Epoch 11 Loss:0.014975
Epoch 12 Loss:0.014867
Epoch 13 Loss:0.014811
Epoch 14 Loss:0.014712
Epoch 15 Loss:0.014614
Epoch 16 Loss:0.014538
Epoch 17 Loss:0.014479
Epoch 18 Loss:0.014390
Epoch 19 Loss:0.013905
Epoch 20 Loss:0.011792
Epoch 21 Loss:0.009970
Epoch 22 Loss:0.010370
Epoch 23 Loss:0.009739
Epoch 24 Loss:0.009269
Epoch 25 Loss:0.009070
Epoch 26 Loss:0.008922
Epoch 27 Loss:0.008859
Epoch 28 Loss:0.008818
Epoch 29 Loss:0.008854
Epoch 30 Loss:0.008802
Epoch 31 Loss:0.008773
Epoch 32 Loss:0.008771
Epoch 33 Loss:0.008779
Epoch 34 Loss:0.008767
Epoch 35 Loss:0.008757
Epoch 36 Loss:0.008769
Epoch 37 Loss:0.008753
Epoch 38 Loss:0.008751
Epoch 39 Loss:0.008743
Epoch 40 Loss:0.008729
Epoch 41 Loss:0.008716
Epoch 42 Loss:0.008732
Epoch 43 Loss:0.008733
Epoch 44 Loss:0.008755
Epoch 45 Loss:0.008771
Epoch 46 Loss:0.008748
Epoch 47 Loss:0.008738
Epoch 48 Loss:0.008763
Epoch 49 Loss:0.008758
Epoch 50 Loss:0.008741
Epoch 51 Loss:0.008744
Epoch 52 Loss:0.008731
Epoch 53 Loss:0.008762
Epoch 54 Loss:0.008746
Epoch 55 Loss:0.008727
Epoch 56 Loss:0.008727
Epoch 57 Loss:0.008719
Epoch 58 Loss:0.008727
Epoch 59 Loss:0.008754
Epoch 60 Loss:0.008756
Epoch 61 Loss:0.008785
Epoch 62 Loss:0.008835
Epoch 63 Loss:0.008784
Epoch 64 Loss:0.008754
Epoch 65 Loss:0.008730
Epoch 66 Loss:0.008706
Epoch 67 Loss:0.008731
Epoch 68 Loss:0.008729
Epoch 69 Loss:0.008769
Epoch 70 Loss:0.008753
Epoch 71 Loss:0.008755
Epoch 72 Loss:0.008825
Epoch 73 Loss:0.009297
Epoch 74 Loss:0.009169
Epoch 75 Loss:0.008935
Epoch 76 Loss:0.008838
Epoch 77 Loss:0.008784
Epoch 78 Loss:0.008770
Epoch 79 Loss:0.008778
Epoch 80 Loss:0.008837
Epoch 81 Loss:0.008780
Epoch 82 Loss:0.008797
Epoch 83 Loss:0.010165
Epoch 84 Loss:0.009876
Epoch 85 Loss:0.009696
Epoch 86 Loss:0.009376
Epoch 87 Loss:0.008979
Epoch 88 Loss:0.008983
Epoch 89 Loss:0.008938
Epoch 90 Loss:0.008836
Epoch 91 Loss:0.008818
Epoch 92 Loss:0.008780
Epoch 93 Loss:0.008771
Epoch 94 Loss:0.008749
Epoch 95 Loss:0.008843
Epoch 96 Loss:0.010321
Epoch 97 Loss:0.011576
Epoch 98 Loss:0.011564
Epoch 99 Loss:0.011433
Epoch 100 Loss:0.011322
Epoch 101 Loss:0.011236
Epoch 102 Loss:0.011100
Epoch 103 Loss:0.010926
Epoch 104 Loss:0.010746
Epoch 105 Loss:0.010786
Epoch 106 Loss:0.010703
Epoch 107 Loss:0.010662
Epoch 108 Loss:0.010678
Epoch 109 Loss:0.010576
Epoch 110 Loss:0.010668
Epoch 111 Loss:0.010481
Epoch 112 Loss:0.010624
Epoch 113 Loss:0.010548
Epoch 114 Loss:0.010739
Epoch 115 Loss:0.010444
Epoch 116 Loss:0.010530
Epoch 117 Loss:0.010597
Epoch 118 Loss:0.010539
Epoch 119 Loss:0.010530
Epoch 120 Loss:0.010471
Epoch 121 Loss:0.010368
Epoch 122 Loss:0.010297
Epoch 123 Loss:0.010271
Epoch 124 Loss:0.010224
Epoch 125 Loss:0.010212
Epoch 126 Loss:0.010186
Epoch 127 Loss:0.010164
Epoch 128 Loss:0.010098
Epoch 129 Loss:0.010068
Epoch 130 Loss:0.010061
Epoch 131 Loss:0.010030
Epoch 132 Loss:0.010015
Epoch 133 Loss:0.010050
Epoch 134 Loss:0.009999
Epoch 135 Loss:0.010024
Epoch 136 Loss:0.009996
Epoch 137 Loss:0.010066
Epoch 138 Loss:0.009973
Epoch 139 Loss:0.009938
Epoch 140 Loss:0.009878
Epoch 141 Loss:0.009893
Epoch 142 Loss:0.009863
Epoch 143 Loss:0.009828
Epoch 144 Loss:0.009809
Epoch 145 Loss:0.009780
Epoch 146 Loss:0.009768
Epoch 147 Loss:0.009758
Epoch 148 Loss:0.009780
Epoch 149 Loss:0.010147
Epoch 150 Loss:0.011915
---------------------------Result of MNIST-USPS----------------------------
------------------------- MissRate = 0.30--------------------
K-meansClustering: ACC = 0.9808 NMI = 0.9486 ARI = 0.9578
Clustering: ACC = 0.9830 NMI = 0.9532 ARI = 0.9626 PUR = 0.9830
------------------------Training over------------------------
