nohup: ignoring input
GPU: True
Data set: BDGP
MissRate: [0.1]
shuffle
[3 1 2 ... 2 0 1]
[1 3 4 ... 3 0 3]
--------------------Missing rate = 0.1--------------------
Epoch 1 Loss:0.007623
Epoch 2 Loss:0.007167
Epoch 3 Loss:0.006992
Epoch 4 Loss:0.006879
Epoch 5 Loss:0.006779
Epoch 6 Loss:0.006694
Epoch 7 Loss:0.006611
Epoch 8 Loss:0.006563
Epoch 9 Loss:0.006507
Epoch 10 Loss:0.006462
Epoch 11 Loss:0.006420
Epoch 12 Loss:0.006382
Epoch 13 Loss:0.006349
Epoch 14 Loss:0.006316
Epoch 15 Loss:0.006284
Epoch 16 Loss:0.006253
Epoch 17 Loss:0.006229
Epoch 18 Loss:0.006201
Epoch 19 Loss:0.006177
Epoch 20 Loss:0.006145
Epoch 21 Loss:0.006128
Epoch 22 Loss:0.006096
Epoch 23 Loss:0.006074
Epoch 24 Loss:0.006052
Epoch 25 Loss:0.006025
Epoch 26 Loss:0.005999
Epoch 27 Loss:0.005971
Epoch 28 Loss:0.005948
Epoch 29 Loss:0.005920
Epoch 30 Loss:0.005899
Epoch 31 Loss:0.005878
Epoch 32 Loss:0.005861
Epoch 33 Loss:0.005837
Epoch 34 Loss:0.005805
Epoch 35 Loss:0.005783
Epoch 36 Loss:0.005363
Epoch 37 Loss:0.004587
Epoch 38 Loss:0.003545
Epoch 39 Loss:0.003230
Epoch 40 Loss:0.002997
Epoch 41 Loss:0.002809
Epoch 42 Loss:0.002715
Epoch 43 Loss:0.002662
Epoch 44 Loss:0.002628
Epoch 45 Loss:0.002609
Epoch 46 Loss:0.002599
Epoch 47 Loss:0.002596
Epoch 48 Loss:0.002801
Epoch 49 Loss:0.004739
Epoch 50 Loss:0.004537
Epoch 51 Loss:0.827872
Epoch 52 Loss:0.697977
Epoch 53 Loss:0.639017
Epoch 54 Loss:0.618791
Epoch 55 Loss:0.608449
Epoch 56 Loss:0.605727
Epoch 57 Loss:0.601342
Epoch 58 Loss:0.600684
Epoch 59 Loss:0.601712
Epoch 60 Loss:0.601470
Epoch 61 Loss:0.598897
Epoch 62 Loss:0.597937
Epoch 63 Loss:0.597939
Epoch 64 Loss:0.599514
Epoch 65 Loss:0.596888
Epoch 66 Loss:0.597147
Epoch 67 Loss:0.599989
Epoch 68 Loss:0.598783
Epoch 69 Loss:0.597670
Epoch 70 Loss:0.598915
Epoch 71 Loss:0.598861
Epoch 72 Loss:0.600447
Epoch 73 Loss:0.598514
Epoch 74 Loss:0.601666
Epoch 75 Loss:0.602084
Epoch 76 Loss:0.599895
Epoch 77 Loss:0.600298
Epoch 78 Loss:0.598120
Epoch 79 Loss:0.599909
Epoch 80 Loss:0.598429
Epoch 81 Loss:0.598891
Epoch 82 Loss:0.596004
Epoch 83 Loss:0.599306
Epoch 84 Loss:0.601532
Epoch 85 Loss:0.600422
Epoch 86 Loss:0.601095
Epoch 87 Loss:0.598724
Epoch 88 Loss:0.601154
Epoch 89 Loss:0.603262
Epoch 90 Loss:0.598871
Epoch 91 Loss:0.596292
Epoch 92 Loss:0.599396
Epoch 93 Loss:0.600279
Epoch 94 Loss:0.599122
Epoch 95 Loss:0.600556
Epoch 96 Loss:0.597193
Epoch 97 Loss:0.598593
Epoch 98 Loss:0.598872
Epoch 99 Loss:0.599629
Epoch 100 Loss:0.599446
Epoch 101 Loss:0.600129
Epoch 102 Loss:0.596676
Epoch 103 Loss:0.599998
Epoch 104 Loss:0.600601
Epoch 105 Loss:0.596475
Epoch 106 Loss:0.597560
Epoch 107 Loss:0.599369
Epoch 108 Loss:0.599256
Epoch 109 Loss:0.600081
Epoch 110 Loss:0.597471
Epoch 111 Loss:0.600381
Epoch 112 Loss:0.599602
Epoch 113 Loss:0.600302
Epoch 114 Loss:0.594926
Epoch 115 Loss:0.600438
Epoch 116 Loss:0.595950
Epoch 117 Loss:0.598862
Epoch 118 Loss:0.600104
Epoch 119 Loss:0.599748
Epoch 120 Loss:0.595080
Epoch 121 Loss:0.597269
Epoch 122 Loss:0.601330
Epoch 123 Loss:0.601156
Epoch 124 Loss:0.601638
Epoch 125 Loss:0.595527
Epoch 126 Loss:0.601138
Epoch 127 Loss:0.598147
Epoch 128 Loss:0.597467
Epoch 129 Loss:0.596090
Epoch 130 Loss:0.599819
Epoch 131 Loss:0.596069
Epoch 132 Loss:0.599640
Epoch 133 Loss:0.599967
Epoch 134 Loss:0.600068
Epoch 135 Loss:0.596301
Epoch 136 Loss:0.599063
Epoch 137 Loss:0.595425
Epoch 138 Loss:0.597790
