nohup: ignoring input
GPU: True
Data set: Scene-15
MissRate: [0.1]
shuffle
[ 1  1  1 ... 15 15 15]
[14  4 14 ...  2  7 14]
--------------------Missing rate = 0.1--------------------
Epoch 1 Loss:0.007742
Epoch 2 Loss:0.007320
Epoch 3 Loss:0.007248
Epoch 4 Loss:0.007198
Epoch 5 Loss:0.007157
Epoch 6 Loss:0.007113
Epoch 7 Loss:0.007082
Epoch 8 Loss:0.007041
Epoch 9 Loss:0.007006
Epoch 10 Loss:0.006968
Epoch 11 Loss:0.006934
Epoch 12 Loss:0.006894
Epoch 13 Loss:0.006861
Epoch 14 Loss:0.006823
Epoch 15 Loss:0.006792
Epoch 16 Loss:0.006751
Epoch 17 Loss:0.006718
Epoch 18 Loss:0.006687
Epoch 19 Loss:0.006653
Epoch 20 Loss:0.006619
Epoch 21 Loss:0.006588
Epoch 22 Loss:0.006552
Epoch 23 Loss:0.006517
Epoch 24 Loss:0.006485
Epoch 25 Loss:0.006451
Epoch 26 Loss:0.006421
Epoch 27 Loss:0.006387
Epoch 28 Loss:0.006358
Epoch 29 Loss:0.006323
Epoch 30 Loss:0.006293
Epoch 31 Loss:0.006261
Epoch 32 Loss:0.006233
Epoch 33 Loss:0.006196
Epoch 34 Loss:0.006164
Epoch 35 Loss:0.006138
Epoch 36 Loss:0.006104
Epoch 37 Loss:0.006074
Epoch 38 Loss:0.006042
Epoch 39 Loss:0.006009
Epoch 40 Loss:0.005982
Epoch 41 Loss:0.005948
Epoch 42 Loss:0.005922
Epoch 43 Loss:0.005889
Epoch 44 Loss:0.005858
Epoch 45 Loss:0.005829
Epoch 46 Loss:0.005802
Epoch 47 Loss:0.005771
Epoch 48 Loss:0.005742
Epoch 49 Loss:0.005713
Epoch 50 Loss:0.005684
Epoch 51 Loss:0.002175
Epoch 52 Loss:0.002089
Epoch 53 Loss:0.002014
Epoch 54 Loss:0.001972
Epoch 55 Loss:0.001947
Epoch 56 Loss:0.001932
Epoch 57 Loss:0.001921
Epoch 58 Loss:0.001913
Epoch 59 Loss:0.001911
Epoch 60 Loss:0.001904
Epoch 61 Loss:0.001900
Epoch 62 Loss:0.001898
Epoch 63 Loss:0.001791
Epoch 64 Loss:0.001895
Epoch 65 Loss:0.001889
Epoch 66 Loss:0.001885
Epoch 67 Loss:0.001885
Epoch 68 Loss:0.001882
Epoch 69 Loss:0.001878
Epoch 70 Loss:0.001876
Epoch 71 Loss:0.001776
Epoch 72 Loss:0.001880
Epoch 73 Loss:0.001877
Epoch 74 Loss:0.001874
Epoch 75 Loss:0.001874
Epoch 76 Loss:0.001873
Epoch 77 Loss:0.001871
Epoch 78 Loss:0.001871
Epoch 79 Loss:0.001868
Epoch 80 Loss:0.001870
Epoch 81 Loss:0.001867
Epoch 82 Loss:0.001869
Epoch 83 Loss:0.001872
Epoch 84 Loss:0.001869
Epoch 85 Loss:0.001868
Epoch 86 Loss:0.001873
Epoch 87 Loss:0.001874
Epoch 88 Loss:0.001873
Epoch 89 Loss:0.001873
Epoch 90 Loss:0.001879
Epoch 91 Loss:0.001877
Epoch 92 Loss:0.001879
Epoch 93 Loss:0.001883
Epoch 94 Loss:0.001887
Epoch 95 Loss:0.001884
Epoch 96 Loss:0.001884
Epoch 97 Loss:0.001889
Epoch 98 Loss:0.001886
Epoch 99 Loss:0.001890
Epoch 100 Loss:0.001889
Epoch 101 Loss:0.001888
Epoch 102 Loss:0.001891
Epoch 103 Loss:0.001893
Epoch 104 Loss:0.001887
Epoch 105 Loss:0.001892
Epoch 106 Loss:0.001891
Epoch 107 Loss:0.001891
Epoch 108 Loss:0.001889
Epoch 109 Loss:0.001887
Epoch 110 Loss:0.001884
Epoch 111 Loss:0.001883
Epoch 112 Loss:0.001887
Epoch 113 Loss:0.001886
Epoch 114 Loss:0.001884
Epoch 115 Loss:0.001885
Epoch 116 Loss:0.001882
Epoch 117 Loss:0.001879
Epoch 118 Loss:0.001881
Epoch 119 Loss:0.001878
Epoch 120 Loss:0.001879
Epoch 121 Loss:0.001876
Epoch 122 Loss:0.001877
Epoch 123 Loss:0.001874
Epoch 124 Loss:0.001873
Epoch 125 Loss:0.001869
Epoch 126 Loss:0.001870
Epoch 127 Loss:0.001871
Epoch 128 Loss:0.001868
Epoch 129 Loss:0.001872
Epoch 130 Loss:0.001869
---------------------------Result of Scene-15----------------------------
------------------------- MissRate = 0.10--------------------
K-meansClustering: ACC = 0.4560 NMI = 0.4577 ARI = 0.2916
Clustering: ACC = 0.4687 NMI = 0.4597 ARI = 0.2874 PUR = 0.4834
------------------------Training over------------------------
