nohup: ignoring input
GPU: True
Data set: Scene-15
MissRate: [0.7]
shuffle
[ 1  1  1 ... 15 15 15]
[14  4 14 ...  2  7 14]
--------------------Missing rate = 0.7--------------------
Epoch 1 Loss:0.007781
Epoch 2 Loss:0.007328
Epoch 3 Loss:0.007258
Epoch 4 Loss:0.007210
Epoch 5 Loss:0.007168
Epoch 6 Loss:0.007123
Epoch 7 Loss:0.007084
Epoch 8 Loss:0.007052
Epoch 9 Loss:0.007009
Epoch 10 Loss:0.006967
Epoch 11 Loss:0.006936
Epoch 12 Loss:0.006898
Epoch 13 Loss:0.006864
Epoch 14 Loss:0.006824
Epoch 15 Loss:0.006790
Epoch 16 Loss:0.006751
Epoch 17 Loss:0.006725
Epoch 18 Loss:0.006690
Epoch 19 Loss:0.006657
Epoch 20 Loss:0.006622
Epoch 21 Loss:0.006590
Epoch 22 Loss:0.006556
Epoch 23 Loss:0.006523
Epoch 24 Loss:0.006485
Epoch 25 Loss:0.006455
Epoch 26 Loss:0.006427
Epoch 27 Loss:0.006396
Epoch 28 Loss:0.006359
Epoch 29 Loss:0.006333
Epoch 30 Loss:0.006300
Epoch 31 Loss:0.006272
Epoch 32 Loss:0.006236
Epoch 33 Loss:0.006205
Epoch 34 Loss:0.006177
Epoch 35 Loss:0.006140
Epoch 36 Loss:0.006114
Epoch 37 Loss:0.006088
Epoch 38 Loss:0.006052
Epoch 39 Loss:0.006022
Epoch 40 Loss:0.005989
Epoch 41 Loss:0.005965
Epoch 42 Loss:0.005930
Epoch 43 Loss:0.005893
Epoch 44 Loss:0.005871
Epoch 45 Loss:0.005838
Epoch 46 Loss:0.005814
Epoch 47 Loss:0.005787
Epoch 48 Loss:0.005754
Epoch 49 Loss:0.005723
Epoch 50 Loss:0.005691
Epoch 51 Loss:0.607032
Epoch 52 Loss:0.575133
Epoch 53 Loss:0.559167
Epoch 54 Loss:0.547572
Epoch 55 Loss:0.537925
Epoch 56 Loss:0.528745
Epoch 57 Loss:0.521255
Epoch 58 Loss:0.514115
Epoch 59 Loss:0.507404
Epoch 60 Loss:0.501822
Epoch 61 Loss:0.495759
Epoch 62 Loss:0.490529
Epoch 63 Loss:0.485099
Epoch 64 Loss:0.480227
Epoch 65 Loss:0.475567
Epoch 66 Loss:0.471502
Epoch 67 Loss:0.466953
Epoch 68 Loss:0.462292
Epoch 69 Loss:0.458264
Epoch 70 Loss:0.454220
Epoch 71 Loss:0.450398
Epoch 72 Loss:0.446215
Epoch 73 Loss:0.442805
Epoch 74 Loss:0.438854
Epoch 75 Loss:0.435536
Epoch 76 Loss:0.432417
Epoch 77 Loss:0.428870
Epoch 78 Loss:0.425024
Epoch 79 Loss:0.422092
Epoch 80 Loss:0.418573
Epoch 81 Loss:0.415192
Epoch 82 Loss:0.412354
Epoch 83 Loss:0.409145
Epoch 84 Loss:0.405784
Epoch 85 Loss:0.403077
Epoch 86 Loss:0.399951
Epoch 87 Loss:0.397020
Epoch 88 Loss:0.394080
Epoch 89 Loss:0.391464
Epoch 90 Loss:0.388470
Epoch 91 Loss:0.385588
Epoch 92 Loss:0.382717
Epoch 93 Loss:0.380304
Epoch 94 Loss:0.377846
Epoch 95 Loss:0.374786
Epoch 96 Loss:0.372506
Epoch 97 Loss:0.370005
Epoch 98 Loss:0.367305
Epoch 99 Loss:0.364757
Epoch 100 Loss:0.362412
Epoch 101 Loss:0.359817
Epoch 102 Loss:0.357134
Epoch 103 Loss:0.355125
Epoch 104 Loss:0.352815
Epoch 105 Loss:0.349869
Epoch 106 Loss:0.347859
Epoch 107 Loss:0.345399
Epoch 108 Loss:0.343283
Epoch 109 Loss:0.341045
Epoch 110 Loss:0.338737
Epoch 111 Loss:0.336502
Epoch 112 Loss:0.334089
Epoch 113 Loss:0.331576
Epoch 114 Loss:0.329408
Epoch 115 Loss:0.327661
Epoch 116 Loss:0.325340
Epoch 117 Loss:0.323552
Epoch 118 Loss:0.320919
Epoch 119 Loss:0.319164
Epoch 120 Loss:0.316584
Epoch 121 Loss:0.315111
Epoch 122 Loss:0.312646
Epoch 123 Loss:0.310526
Epoch 124 Loss:0.308680
Epoch 125 Loss:0.306465
Epoch 126 Loss:0.304543
Epoch 127 Loss:0.302516
Epoch 128 Loss:0.300863
Epoch 129 Loss:0.298872
Epoch 130 Loss:0.296944
Epoch 131 Loss:0.294529
Epoch 132 Loss:0.292848
Epoch 133 Loss:0.290762
Epoch 134 Loss:0.288880
Epoch 135 Loss:0.287221
Epoch 136 Loss:0.285393
Epoch 137 Loss:0.283230
Epoch 138 Loss:0.281597
Epoch 139 Loss:0.279712
Epoch 140 Loss:0.278014
Epoch 141 Loss:0.275845
Epoch 142 Loss:0.274318
Epoch 143 Loss:0.272910
Epoch 144 Loss:0.270830
Epoch 145 Loss:0.268991
Epoch 146 Loss:0.267289
Epoch 147 Loss:0.265863
Epoch 148 Loss:0.263878
Epoch 149 Loss:0.262246
Epoch 150 Loss:0.260625
---------------------------Result of Scene-15----------------------------
------------------------- MissRate = 0.70--------------------
K-meansClustering: ACC = 0.4234 NMI = 0.4160 ARI = 0.2480
Clustering: ACC = 0.3556 NMI = 0.3715 ARI = 0.2112 PUR = 0.3779
------------------------Training over------------------------
