nohup: ignoring input
GPU: True
Data set: Scene-15
MissRate: [0.3]
shuffle
[ 1  1  1 ... 15 15 15]
[14  4 14 ...  2  7 14]
--------------------Missing rate = 0.3--------------------
Epoch 1 Loss:0.007744
Epoch 2 Loss:0.007321
Epoch 3 Loss:0.007249
Epoch 4 Loss:0.007199
Epoch 5 Loss:0.007159
Epoch 6 Loss:0.007115
Epoch 7 Loss:0.007084
Epoch 8 Loss:0.007040
Epoch 9 Loss:0.007007
Epoch 10 Loss:0.006967
Epoch 11 Loss:0.006935
Epoch 12 Loss:0.006895
Epoch 13 Loss:0.006864
Epoch 14 Loss:0.006824
Epoch 15 Loss:0.006792
Epoch 16 Loss:0.006752
Epoch 17 Loss:0.006719
Epoch 18 Loss:0.006686
Epoch 19 Loss:0.006653
Epoch 20 Loss:0.006620
Epoch 21 Loss:0.006589
Epoch 22 Loss:0.006552
Epoch 23 Loss:0.006517
Epoch 24 Loss:0.006488
Epoch 25 Loss:0.006452
Epoch 26 Loss:0.006423
Epoch 27 Loss:0.006388
Epoch 28 Loss:0.006358
Epoch 29 Loss:0.006324
Epoch 30 Loss:0.006295
Epoch 31 Loss:0.006263
Epoch 32 Loss:0.006235
Epoch 33 Loss:0.006198
Epoch 34 Loss:0.006166
Epoch 35 Loss:0.006138
Epoch 36 Loss:0.006104
Epoch 37 Loss:0.006075
Epoch 38 Loss:0.006042
Epoch 39 Loss:0.006010
Epoch 40 Loss:0.005983
Epoch 41 Loss:0.005950
Epoch 42 Loss:0.005922
Epoch 43 Loss:0.005891
Epoch 44 Loss:0.005858
Epoch 45 Loss:0.005830
Epoch 46 Loss:0.005802
Epoch 47 Loss:0.005773
Epoch 48 Loss:0.005745
Epoch 49 Loss:0.005715
Epoch 50 Loss:0.005686
Epoch 51 Loss:0.002175
Epoch 52 Loss:0.002086
Epoch 53 Loss:0.002015
Epoch 54 Loss:0.001973
Epoch 55 Loss:0.001949
Epoch 56 Loss:0.001936
Epoch 57 Loss:0.001927
Epoch 58 Loss:0.001918
Epoch 59 Loss:0.001911
Epoch 60 Loss:0.001908
Epoch 61 Loss:0.001906
Epoch 62 Loss:0.001899
Epoch 63 Loss:0.001897
Epoch 64 Loss:0.001894
Epoch 65 Loss:0.001888
Epoch 66 Loss:0.001887
Epoch 67 Loss:0.001886
Epoch 68 Loss:0.001883
Epoch 69 Loss:0.001881
Epoch 70 Loss:0.001881
Epoch 71 Loss:0.001879
Epoch 72 Loss:0.001881
Epoch 73 Loss:0.001880
Epoch 74 Loss:0.001874
Epoch 75 Loss:0.001871
Epoch 76 Loss:0.001871
Epoch 77 Loss:0.001872
Epoch 78 Loss:0.001871
Epoch 79 Loss:0.001872
Epoch 80 Loss:0.001869
Epoch 81 Loss:0.001867
Epoch 82 Loss:0.001871
Epoch 83 Loss:0.001871
Epoch 84 Loss:0.001864
Epoch 85 Loss:0.001862
Epoch 86 Loss:0.001865
Epoch 87 Loss:0.001865
Epoch 88 Loss:0.001863
Epoch 89 Loss:0.001863
Epoch 90 Loss:0.001864
Epoch 91 Loss:0.001861
Epoch 92 Loss:0.001858
Epoch 93 Loss:0.001859
Epoch 94 Loss:0.001861
Epoch 95 Loss:0.001859
Epoch 96 Loss:0.001858
Epoch 97 Loss:0.001859
Epoch 98 Loss:0.001861
Epoch 99 Loss:0.001859
Epoch 100 Loss:0.001855
Epoch 101 Loss:0.001853
Epoch 102 Loss:0.001855
Epoch 103 Loss:0.001856
Epoch 104 Loss:0.001864
Epoch 105 Loss:0.001870
Epoch 106 Loss:0.001876
Epoch 107 Loss:0.001878
Epoch 108 Loss:0.001877
Epoch 109 Loss:0.001887
Epoch 110 Loss:0.001899
Epoch 111 Loss:0.001909
Epoch 112 Loss:0.001913
Epoch 113 Loss:0.001916
Epoch 114 Loss:0.001921
Epoch 115 Loss:0.001925
Epoch 116 Loss:0.001920
Epoch 117 Loss:0.001919
Epoch 118 Loss:0.001921
Epoch 119 Loss:0.001914
Epoch 120 Loss:0.001912
Epoch 121 Loss:0.001910
Epoch 122 Loss:0.001908
Epoch 123 Loss:0.001905
Epoch 124 Loss:0.001900
Epoch 125 Loss:0.001894
Epoch 126 Loss:0.001898
Epoch 127 Loss:0.001896
Epoch 128 Loss:0.001894
Epoch 129 Loss:0.001895
Epoch 130 Loss:0.001894
---------------------------Result of Scene-15----------------------------
------------------------- MissRate = 0.30--------------------
K-meansClustering: ACC = 0.4332 NMI = 0.4463 ARI = 0.2520
Clustering: ACC = 0.4308 NMI = 0.4396 ARI = 0.2539 PUR = 0.4433
------------------------Training over------------------------
